Year,FIPS,covariates,tel
2011.0,49.0,True,True
2011.0,50.0,True,True
2011.0,51.0,True,True
2011.0,53.0,True,True
2011.0,54.0,True,True
2011.0,55.0,True,True
2011.0,56.0,True,True
2012.0,1.0,False,True
2012.0,2.0,False,True
2012.0,4.0,False,True
2012.0,5.0,False,True
2012.0,6.0,False,True
2012.0,8.0,False,True
2012.0,9.0,False,True
2012.0,10.0,False,True
2012.0,11.0,False,True
2012.0,12.0,False,True
2012.0,13.0,False,True
2012.0,15.0,False,True
2012.0,16.0,False,True
2012.0,17.0,False,True
2012.0,18.0,False,True
2012.0,19.0,False,True
2012.0,20.0,False,True
2012.0,21.0,False,True
2012.0,22.0,False,True
2012.0,23.0,False,True
2012.0,24.0,False,True
2012.0,25.0,False,True
2012.0,26.0,False,True
2012.0,27.0,False,True
2012.0,28.0,False,True
2012.0,29.0,False,True
2012.0,30.0,False,True
2012.0,31.0,False,True
2012.0,32.0,False,True
2012.0,33.0,False,True
2012.0,34.0,False,True
2012.0,35.0,False,True
2012.0,36.0,False,True
2012.0,37.0,False,True
2012.0,38.0,False,True
2012.0,39.0,False,True
2012.0,40.0,False,True
2012.0,41.0,False,True
2012.0,42.0,False,True
2012.0,44.0,False,True
2012.0,45.0,False,True
2012.0,46.0,False,True
2012.0,47.0,False,True
2012.0,48.0,False,True
2012.0,49.0,False,True
2012.0,50.0,False,True
2012.0,51.0,False,True
2012.0,53.0,False,True
2012.0,54.0,False,True
2012.0,55.0,False,True
2012.0,56.0,False,True
2013.0,1.0,False,True
2013.0,2.0,False,True
2013.0,4.0,False,True
2013.0,5.0,False,True
2013.0,6.0,False,True
2013.0,8.0,False,True
2013.0,9.0,False,True
2013.0,10.0,False,True
2013.0,11.0,False,True
2013.0,12.0,False,True
2013.0,13.0,False,True
2013.0,15.0,False,True
2013.0,16.0,False,True
2013.0,17.0,False,True
2013.0,18.0,False,True
2013.0,19.0,False,True
2013.0,20.0,False,True
2013.0,21.0,False,True
2013.0,22.0,False,True
2013.0,23.0,False,True
2013.0,24.0,False,True
2013.0,25.0,False,True
2013.0,26.0,False,True
2013.0,27.0,False,True
2013.0,28.0,False,True
2013.0,29.0,False,True
2013.0,30.0,False,True
2013.0,31.0,False,True
2013.0,32.0,False,True
2013.0,33.0,False,True
2013.0,34.0,False,True
2013.0,35.0,False,True
2013.0,36.0,False,True
2013.0,37.0,False,True
2013.0,38.0,False,True
2013.0,39.0,False,True
2013.0,40.0,False,True
2013.0,41.0,False,True
2013.0,42.0,False,True
2013.0,44.0,False,True
2013.0,45.0,False,True
2013.0,46.0,False,True
2013.0,47.0,False,True
2013.0,48.0,False,True
2013.0,49.0,False,True
2013.0,50.0,False,True
2013.0,51.0,False,True
2013.0,53.0,False,True
2013.0,54.0,False,True
2013.0,55.0,False,True
2013.0,56.0,False,True
